Delay [ns]	Avg StS	0204 Delay[ns]	0204 StS	0205 Delay[ns]	0205 StS	0206 Delay[ns]	0206 StS	0207 Delay[ns]	0207 StS	0208 Delay[ns]	0208 StS	0209 Delay[ns]	0209 StS	0210 Delay[ns]	0210 StS	0211 Delay[ns]	0211 StS
2.324750e+02	7.050758e+07	2.324750e+02	1.193687e+08	2.324750e+02	8.434536e+07	2.324750e+02	-1.080344e+06	2.324750e+02	6.105337e+07	2.324750e+02	1.782402e+08	2.324750e+02	1.039741e+08	2.324750e+02	-5.700751e+07	2.324750e+02	7.516676e+07
2.325000e+02	3.117334e+07	2.325000e+02	1.890509e+07	2.325000e+02	8.903368e+07	2.325000e+02	5.426494e+07	2.325000e+02	1.128124e+07	2.325000e+02	-3.050748e+07	2.325000e+02	8.201738e+06	2.325000e+02	7.743667e+07	2.325000e+02	2.077084e+07
2.325250e+02	3.579489e+07	2.325250e+02	-8.487510e+07	2.325250e+02	1.174657e+08	2.325250e+02	5.440918e+07	2.325250e+02	6.549889e+07	2.325250e+02	-2.589724e+07	2.325250e+02	3.873716e+07	2.325250e+02	9.660965e+07	2.325250e+02	2.441085e+07
2.325500e+02	6.472168e+07	2.325500e+02	8.686470e+07	2.325500e+02	7.802427e+07	2.325500e+02	1.111257e+08	2.325500e+02	6.339903e+07	2.325500e+02	1.029295e+08	2.325500e+02	2.001428e+07	2.325500e+02	3.575369e+07	2.325500e+02	1.966225e+07
2.325750e+02	2.863417e+07	2.325750e+02	-2.239091e+07	2.325750e+02	-4.159493e+07	2.325750e+02	3.746923e+07	2.325750e+02	4.445633e+07	2.325750e+02	2.946689e+07	2.325750e+02	5.190542e+07	2.325750e+02	2.278346e+07	2.325750e+02	1.069779e+08
2.326000e+02	1.005035e+07	2.326000e+02	5.914762e+06	2.326000e+02	3.664107e+06	2.326000e+02	-1.961630e+07	2.326000e+02	-7.999944e+06	2.326000e+02	-1.780366e+07	2.326000e+02	-2.686017e+07	2.326000e+02	6.913530e+07	2.326000e+02	7.396873e+07
2.326500e+02	4.357880e+07	2.326500e+02	1.406275e+08	2.326500e+02	6.130211e+06	2.326500e+02	1.163527e+08	2.326500e+02	3.661888e+07	2.326500e+02	-5.945914e+07	2.326500e+02	8.876706e+07	2.326500e+02	3.596481e+06	2.326500e+02	1.599674e+07
2.327500e+02	-3.052574e+07	2.327500e+02	-1.606431e+08	2.327500e+02	-9.314508e+07	2.327500e+02	8.029731e+07	2.327500e+02	5.042018e+07	2.327500e+02	2.607994e+07	2.327500e+02	-3.119902e+07	2.327500e+02	-1.097969e+08	2.327500e+02	-6.219228e+06
2.328500e+02	5.981748e+07	2.328500e+02	3.207240e+07	2.328500e+02	1.032368e+08	2.328500e+02	1.095735e+06	2.328500e+02	2.161179e+07	2.328500e+02	8.914080e+07	2.328500e+02	1.746618e+08	2.328500e+02	5.795714e+07	2.328500e+02	-1.236590e+06
2.329500e+02	1.117939e+07	2.329500e+02	3.326152e+07	2.329500e+02	-2.479013e+07	2.329500e+02	9.277513e+07	2.329500e+02	4.362455e+07	2.329500e+02	3.240024e+02	2.329500e+02	-1.095764e+08	2.329500e+02	4.814365e+06	2.329500e+02	4.932578e+07
2.332500e+02	3.807469e+07	2.332500e+02	-3.566121e+07	2.332500e+02	5.195389e+07	2.332500e+02	2.968149e+07	2.332500e+02	1.307195e+08	2.332500e+02	-2.028603e+07	2.332500e+02	7.763288e+07	2.332500e+02	9.635408e+06	2.332500e+02	6.092157e+07
2.335500e+02	4.986986e+07	2.335500e+02	4.004036e+07	2.335500e+02	2.086714e+07	2.335500e+02	5.719299e+07	2.335500e+02	3.474678e+07	2.335500e+02	2.047578e+07	2.335500e+02	5.026906e+07	2.335500e+02	1.098114e+08	2.335500e+02	6.555534e+07
2.338500e+02	2.861920e+07	2.338500e+02	5.936749e+07	2.338500e+02	3.068833e+07	2.338500e+02	7.252191e+06	2.338500e+02	1.522291e+07	2.338500e+02	1.774824e+07	2.338500e+02	3.743891e+07	2.338500e+02	-4.929727e+06	2.338500e+02	6.616528e+07
2.341500e+02	1.447984e+07	2.341500e+02	6.773008e+07	2.341500e+02	5.214764e+07	2.341500e+02	-4.132649e+07	2.341500e+02	2.920093e+07	2.341500e+02	9.393359e+06	2.341500e+02	5.812456e+07	2.341500e+02	-3.467900e+07	2.341500e+02	-2.475238e+07
2.342500e+02	2.402879e+07	2.342500e+02	1.553157e+07	2.342500e+02	7.470560e+07	2.342500e+02	3.008068e+07	2.342500e+02	-6.061843e+07	2.342500e+02	4.835966e+07	2.342500e+02	7.093423e+07	2.342500e+02	4.332623e+07	2.342500e+02	-3.008924e+07
2.343500e+02	-1.845415e+07	2.343500e+02	-6.661769e+07	2.343500e+02	-1.194667e+07	2.343500e+02	-1.959355e+07	2.343500e+02	1.808584e+06	2.343500e+02	-3.778218e+06	2.343500e+02	3.760927e+07	2.343500e+02	-5.926621e+07	2.343500e+02	-2.584872e+07
2.344000e+02	2.496700e+06	2.344000e+02	9.068097e+07	2.344000e+02	9.017944e+06	2.344000e+02	-3.426620e+07	2.344000e+02	-2.880960e+07	2.344000e+02	-4.135442e+07	2.344000e+02	5.969075e+06	2.344000e+02	5.258558e+07	2.344000e+02	-3.384975e+07
2.344250e+02	1.306875e+07	2.344250e+02	-1.448173e+07	2.344250e+02	-8.934687e+06	2.344250e+02	-1.042120e+06	2.344250e+02	7.007090e+07	2.344250e+02	-1.407384e+07	2.344250e+02	7.265092e+07	2.344250e+02	-1.159441e+07	2.344250e+02	1.195499e+07
2.344500e+02	2.878830e+07	2.344500e+02	7.411882e+07	2.344500e+02	2.785554e+07	2.344500e+02	2.091489e+07	2.344500e+02	6.295525e+06	2.344500e+02	7.799350e+07	2.344500e+02	4.092302e+07	2.344500e+02	-8.678117e+07	2.344500e+02	6.898630e+07
2.344750e+02	1.277923e+07	2.344750e+02	2.636375e+07	2.344750e+02	7.046975e+07	2.344750e+02	-2.926573e+07	2.344750e+02	-8.457368e+07	2.344750e+02	9.914006e+07	2.344750e+02	5.628150e+07	2.344750e+02	-3.111961e+07	2.344750e+02	-5.062167e+06
2.345000e+02	1.633547e+07	2.345000e+02	1.562361e+07	2.345000e+02	1.547372e+08	2.345000e+02	-1.018586e+08	2.345000e+02	-8.167463e+06	2.345000e+02	-3.601975e+07	2.345000e+02	1.411473e+07	2.345000e+02	7.317406e+07	2.345000e+02	1.907998e+07
2.345250e+02	1.992404e+06	2.345250e+02	-8.767279e+06	2.345250e+02	2.722201e+07	2.345250e+02	7.054690e+07	2.345250e+02	-2.181053e+07	2.345250e+02	-4.279852e+07	2.345250e+02	6.969656e+07	2.345250e+02	-4.102786e+07	2.345250e+02	-3.712205e+07
2.345500e+02	3.473351e+06	2.345500e+02	-9.702724e+06	2.345500e+02	2.009640e+07	2.345500e+02	-2.108280e+07	2.345500e+02	2.095747e+07	2.345500e+02	5.544640e+07	2.345500e+02	5.977515e+07	2.345500e+02	-9.568318e+07	2.345500e+02	-2.019910e+06
2.345750e+02	-3.095038e+07	2.345750e+02	-3.604231e+07	2.345750e+02	4.335343e+07	2.345750e+02	-1.492751e+08	2.345750e+02	3.486981e+07	2.345750e+02	2.286390e+07	2.345750e+02	-8.223790e+07	2.345750e+02	-6.091351e+07	2.345750e+02	-2.022140e+07
2.346000e+02	2.459155e+07	2.346000e+02	5.377942e+07	2.346000e+02	4.429711e+07	2.346000e+02	-7.380723e+06	2.346000e+02	-4.324992e+07	2.346000e+02	7.771599e+07	2.346000e+02	2.512971e+07	2.346000e+02	9.940526e+06	2.346000e+02	3.650025e+07
2.346500e+02	1.046744e+07	2.346500e+02	5.080363e+07	2.346500e+02	-3.032267e+07	2.346500e+02	-2.761235e+07	2.346500e+02	1.382396e+07	2.346500e+02	-3.846565e+06	2.346500e+02	5.501856e+07	2.346500e+02	1.474267e+07	2.346500e+02	1.113232e+07
2.347500e+02	1.163496e+07	2.347500e+02	-5.371528e+07	2.347500e+02	-3.536823e+07	2.347500e+02	6.066475e+07	2.347500e+02	4.613824e+06	2.347500e+02	2.012810e+07	2.347500e+02	2.984497e+07	2.347500e+02	-1.187168e+07	2.347500e+02	7.878321e+07
2.348500e+02	2.606780e+07	2.348500e+02	7.268744e+07	2.348500e+02	2.359353e+07	2.348500e+02	2.119725e+07	2.348500e+02	-3.115917e+07	2.348500e+02	-6.729332e+06	2.348500e+02	3.027587e+07	2.348500e+02	1.592966e+03	2.348500e+02	9.867523e+07
2.349500e+02	1.417528e+07	2.349500e+02	-2.554243e+07	2.349500e+02	-1.840350e+07	2.349500e+02	8.976508e+07	2.349500e+02	-3.607971e+07	2.349500e+02	1.056487e+07	2.349500e+02	9.131861e+06	2.349500e+02	4.541113e+07	2.349500e+02	3.855497e+07
2.352500e+02	6.327896e+07	2.352500e+02	1.435247e+08	2.352500e+02	1.010229e+08	2.352500e+02	1.010490e+08	2.352500e+02	5.595219e+07	2.352500e+02	3.089024e+07	2.352500e+02	-2.431274e+07	2.352500e+02	3.161349e+07	2.352500e+02	6.649190e+07
2.355500e+02	-4.066356e+06	2.355500e+02	1.056814e+07	2.355500e+02	-8.604573e+06	2.355500e+02	-1.555112e+07	2.355500e+02	7.301600e+05	2.355500e+02	-9.159819e+06	2.355500e+02	-2.298250e+05	2.355500e+02	2.271724e+07	2.355500e+02	-3.300104e+07
2.358500e+02	6.413611e+07	2.358500e+02	2.535287e+07	2.358500e+02	1.282569e+08	2.358500e+02	1.084264e+08	2.358500e+02	2.124875e+07	2.358500e+02	-4.412616e+06	2.358500e+02	7.686263e+07	2.358500e+02	6.175965e+07	2.358500e+02	9.559432e+07
2.361500e+02	1.391625e+07	2.361500e+02	3.320874e+07	2.361500e+02	6.760109e+06	2.361500e+02	6.455975e+07	2.361500e+02	7.396719e+06	2.361500e+02	1.109164e+07	2.361500e+02	1.043858e+07	2.361500e+02	3.714132e+07	2.361500e+02	-5.926682e+07
2.362500e+02	1.968129e+07	2.362500e+02	1.237532e+07	2.362500e+02	1.173301e+07	2.362500e+02	6.583164e+07	2.362500e+02	1.587875e+07	2.362500e+02	-4.473675e+06	2.362500e+02	2.087211e+07	2.362500e+02	1.367615e+07	2.362500e+02	2.155702e+07
2.363500e+02	2.302121e+07	2.363500e+02	1.164638e+08	2.363500e+02	8.795768e+06	2.363500e+02	4.128756e+07	2.363500e+02	-7.500047e+06	2.363500e+02	5.988840e+07	2.363500e+02	-6.671845e+07	2.363500e+02	4.238976e+07	2.363500e+02	-1.043713e+07
2.364000e+02	2.644759e+07	2.364000e+02	1.892381e+07	2.364000e+02	-1.770584e+07	2.364000e+02	-6.996656e+07	2.364000e+02	8.959271e+07	2.364000e+02	5.508879e+07	2.364000e+02	9.579382e+07	2.364000e+02	4.840856e+07	2.364000e+02	-8.554535e+06
2.364250e+02	1.543411e+07	2.364250e+02	2.556686e+07	2.364250e+02	-2.728130e+07	2.364250e+02	5.392106e+07	2.364250e+02	-7.022467e+07	2.364250e+02	1.353708e+07	2.364250e+02	-4.593496e+07	2.364250e+02	1.215874e+08	2.364250e+02	5.230143e+07
2.364500e+02	5.397737e+07	2.364500e+02	6.231248e+07	2.364500e+02	8.009350e+07	2.364500e+02	7.659232e+07	2.364500e+02	6.072965e+07	2.364500e+02	8.507935e+07	2.364500e+02	6.622557e+07	2.364500e+02	-4.502409e+07	2.364500e+02	4.581020e+07
2.364750e+02	5.294872e+06	2.364750e+02	3.160813e+07	2.364750e+02	3.020943e+07	2.364750e+02	1.224919e+07	2.364750e+02	-1.291987e+07	2.364750e+02	-3.117501e+07	2.364750e+02	9.663632e+06	2.364750e+02	-5.624104e+07	2.364750e+02	5.896451e+07
2.365000e+02	6.263890e+07	2.365000e+02	4.501534e+07	2.365000e+02	1.075290e+08	2.365000e+02	1.076864e+08	2.365000e+02	5.909254e+07	2.365000e+02	3.644648e+06	2.365000e+02	1.550971e+08	2.365000e+02	3.167418e+07	2.365000e+02	-8.628020e+06
2.365250e+02	2.944901e+07	2.365250e+02	2.389282e+07	2.365250e+02	1.069076e+08	2.365250e+02	1.131122e+07	2.365250e+02	7.851169e+07	2.365250e+02	7.594011e+07	2.365250e+02	-4.468304e+07	2.365250e+02	-2.874213e+07	2.365250e+02	1.245380e+07
2.365500e+02	2.621536e+07	2.365500e+02	6.663727e+06	2.365500e+02	1.282564e+07	2.365500e+02	1.441390e+07	2.365500e+02	6.038839e+07	2.365500e+02	1.122171e+08	2.365500e+02	-2.630652e+07	2.365500e+02	-5.151365e+07	2.365500e+02	8.103426e+07
2.365750e+02	3.294393e+07	2.365750e+02	6.689519e+06	2.365750e+02	4.157967e+07	2.365750e+02	2.707775e+07	2.365750e+02	9.338339e+07	2.365750e+02	-1.558053e+07	2.365750e+02	-2.928096e+06	2.365750e+02	1.196012e+07	2.365750e+02	1.013696e+08
2.366000e+02	3.634417e+07	2.366000e+02	6.811666e+07	2.366000e+02	2.372514e+07	2.366000e+02	6.386006e+07	2.366000e+02	2.721748e+07	2.366000e+02	7.108365e+07	2.366000e+02	5.414122e+07	2.366000e+02	1.005910e+06	2.366000e+02	-1.839676e+07
2.366500e+02	2.374917e+07	2.366500e+02	3.450928e+07	2.366500e+02	-2.679540e+07	2.366500e+02	3.110837e+06	2.366500e+02	5.668325e+07	2.366500e+02	5.735990e+07	2.366500e+02	5.880157e+07	2.366500e+02	-4.586876e+07	2.366500e+02	5.219269e+07
2.367500e+02	1.522925e+07	2.367500e+02	4.129036e+02	2.367500e+02	9.922036e+05	2.367500e+02	7.276385e+06	2.367500e+02	6.002653e+07	2.367500e+02	4.612271e+06	2.367500e+02	1.052858e+07	2.367500e+02	4.817050e+07	2.367500e+02	-9.772844e+06
2.368500e+02	6.718544e+06	2.368500e+02	-4.819292e+06	2.368500e+02	2.719121e+07	2.368500e+02	4.037349e+07	2.368500e+02	-5.417741e+07	2.368500e+02	-6.012713e+07	2.368500e+02	5.049020e+07	2.368500e+02	4.218598e+07	2.368500e+02	1.263130e+07
2.369500e+02	7.184290e+04	2.369500e+02	9.348386e+07	2.369500e+02	4.013215e+06	2.369500e+02	-8.559444e+07	2.369500e+02	1.749764e+07	2.369500e+02	1.625228e+03	2.369500e+02	2.440566e+07	2.369500e+02	-5.807789e+07	2.369500e+02	4.845073e+06
2.372500e+02	3.872560e+07	2.372500e+02	6.750502e+06	2.372500e+02	-2.002639e+06	2.372500e+02	-6.234437e+06	2.372500e+02	5.399927e+07	2.372500e+02	1.003520e+08	2.372500e+02	3.313856e+07	2.372500e+02	2.705385e+07	2.372500e+02	9.674767e+07
2.375500e+02	1.981638e+07	2.375500e+02	5.424526e+07	2.375500e+02	-6.002414e+07	2.375500e+02	-1.371755e+06	2.375500e+02	4.661922e+07	2.375500e+02	5.222809e+07	2.375500e+02	-2.869380e+06	2.375500e+02	2.177998e+07	2.375500e+02	4.792378e+07
2.378500e+02	3.927854e+07	2.378500e+02	-2.166338e+07	2.378500e+02	-2.337716e+07	2.378500e+02	3.178422e+06	2.378500e+02	3.996355e+07	2.378500e+02	1.120700e+08	2.378500e+02	-2.669467e+07	2.378500e+02	1.693101e+08	2.378500e+02	6.144145e+07
2.381500e+02	1.082790e+07	2.381500e+02	7.608100e+07	2.381500e+02	-1.212208e+07	2.381500e+02	-2.320473e+07	2.381500e+02	7.397790e+07	2.381500e+02	3.449203e+07	2.381500e+02	-4.804011e+07	2.381500e+02	-4.490659e+07	2.381500e+02	3.034577e+07
2.382500e+02	6.096888e+05	2.382500e+02	-6.272721e+07	2.382500e+02	3.170125e+07	2.382500e+02	1.207154e+08	2.382500e+02	-4.197434e+07	2.382500e+02	-1.137855e+08	2.382500e+02	-1.174152e+07	2.382500e+02	1.203788e+07	2.382500e+02	7.065155e+07
2.383500e+02	1.270837e+07	2.383500e+02	7.175776e+07	2.383500e+02	2.964264e+07	2.383500e+02	-6.317256e+07	2.383500e+02	-2.665864e+07	2.383500e+02	-4.669141e+06	2.383500e+02	4.718737e+07	2.383500e+02	-4.417467e+06	2.383500e+02	5.199700e+07
2.384000e+02	8.889343e+06	2.384000e+02	-2.493389e+07	2.384000e+02	-3.497968e+07	2.384000e+02	-1.590281e+07	2.384000e+02	-1.105794e+06	2.384000e+02	3.019025e+07	2.384000e+02	-1.077720e+07	2.384000e+02	1.173064e+08	2.384000e+02	1.131747e+07
2.384250e+02	3.131054e+07	2.384250e+02	1.112448e+08	2.384250e+02	-1.708895e+03	2.384250e+02	2.871768e+07	2.384250e+02	-8.825845e+06	2.384250e+02	-1.043037e+07	2.384250e+02	3.768017e+07	2.384250e+02	2.416002e+07	2.384250e+02	6.793955e+07
2.384500e+02	-6.904928e+05	2.384500e+02	6.530305e+07	2.384500e+02	3.370837e+07	2.384500e+02	-1.494785e+07	2.384500e+02	-7.732252e+06	2.384500e+02	-1.409335e+07	2.384500e+02	-7.989683e+07	2.384500e+02	-5.490555e+07	2.384500e+02	6.704047e+07
2.384750e+02	9.946332e+06	2.384750e+02	1.261508e+07	2.384750e+02	-4.687304e+07	2.384750e+02	-1.920824e+07	2.384750e+02	6.698232e+06	2.384750e+02	-6.355438e+07	2.384750e+02	4.130203e+07	2.384750e+02	7.954968e+07	2.384750e+02	6.904129e+07
2.385000e+02	2.077834e+07	2.385000e+02	2.943586e+07	2.385000e+02	-2.062965e+07	2.385000e+02	-6.540169e+07	2.385000e+02	2.450603e+07	2.385000e+02	-2.924930e+07	2.385000e+02	1.002941e+08	2.385000e+02	5.652241e+07	2.385000e+02	7.074895e+07
2.385250e+02	3.308942e+07	2.385250e+02	6.083671e+07	2.385250e+02	8.487381e+07	2.385250e+02	1.504950e+07	2.385250e+02	-7.693743e+07	2.385250e+02	5.398984e+07	2.385250e+02	7.318642e+07	2.385250e+02	3.661791e+07	2.385250e+02	1.709859e+07
2.385500e+02	3.730613e+07	2.385500e+02	9.192730e+07	2.385500e+02	6.910878e+07	2.385500e+02	-4.627678e+07	2.385500e+02	1.564982e+07	2.385500e+02	4.954054e+07	2.385500e+02	-5.478965e+06	2.385500e+02	9.758060e+07	2.385500e+02	2.639776e+07
2.385750e+02	2.198121e+07	2.385750e+02	3.460854e+07	2.385750e+02	7.142317e+07	2.385750e+02	4.572129e+07	2.385750e+02	-2.251080e+07	2.385750e+02	-3.525318e+07	2.385750e+02	5.049943e+07	2.385750e+02	-5.132730e+07	2.385750e+02	8.268851e+07
2.386000e+02	1.526373e+07	2.386000e+02	7.473567e+07	2.386000e+02	1.002447e+08	2.386000e+02	-3.229416e+06	2.386000e+02	2.369798e+07	2.386000e+02	3.550194e+06	2.386000e+02	-3.803656e+07	2.386000e+02	-1.467384e+07	2.386000e+02	-2.417888e+07
2.386500e+02	5.821942e+06	2.386500e+02	3.153037e+06	2.386500e+02	-1.660006e+07	2.386500e+02	5.746244e+07	2.386500e+02	-9.603879e+07	2.386500e+02	1.280238e+08	2.386500e+02	-1.982650e+07	2.386500e+02	1.339100e+07	2.386500e+02	-2.298939e+07
2.387500e+02	2.778664e+07	2.387500e+02	1.576665e+07	2.387500e+02	8.402482e+07	2.387500e+02	1.847050e+07	2.387500e+02	1.357498e+07	2.387500e+02	2.363133e+07	2.387500e+02	-1.074672e+06	2.387500e+02	8.648711e+07	2.387500e+02	-1.858761e+07
2.388500e+02	1.418666e+07	2.388500e+02	2.325542e+07	2.388500e+02	-1.895373e+07	2.388500e+02	4.544350e+07	2.388500e+02	-2.919947e+07	2.388500e+02	2.487755e+07	2.388500e+02	1.199968e+07	2.388500e+02	1.911165e+07	2.388500e+02	3.695870e+07
2.389500e+02	3.486043e+07	2.389500e+02	9.725462e+07	2.389500e+02	-4.092511e+07	2.389500e+02	4.363611e+07	2.389500e+02	1.813565e+07	2.389500e+02	-4.380212e+07	2.389500e+02	-3.289702e+06	2.389500e+02	1.456793e+08	2.389500e+02	6.219466e+07
2.392500e+02	4.981125e+07	2.392500e+02	-1.904001e+07	2.392500e+02	1.015898e+08	2.392500e+02	3.691885e+07	2.392500e+02	1.016705e+08	2.392500e+02	3.092238e+07	2.392500e+02	-5.912039e+07	2.392500e+02	1.625845e+08	2.392500e+02	4.296440e+07
2.395500e+02	4.040330e+07	2.395500e+02	7.620563e+07	2.395500e+02	4.628358e+07	2.395500e+02	3.171555e+07	2.395500e+02	-1.859964e+07	2.395500e+02	4.759073e+07	2.395500e+02	7.489716e+07	2.395500e+02	4.877672e+07	2.395500e+02	1.635664e+07
2.398500e+02	1.299938e+07	2.398500e+02	2.812922e+07	2.398500e+02	-2.711973e+07	2.398500e+02	4.023387e+07	2.398500e+02	9.014414e+07	2.398500e+02	-2.564959e+07	2.398500e+02	-3.612026e+07	2.398500e+02	-2.424825e+07	2.398500e+02	5.862564e+07
2.401500e+02	3.414940e+07	2.401500e+02	-2.940470e+07	2.401500e+02	3.594025e+07	2.401500e+02	5.703547e+07	2.401500e+02	6.389443e+07	2.401500e+02	1.010120e+08	2.401500e+02	6.093195e+07	2.401500e+02	-1.207892e+07	2.401500e+02	-4.135240e+06
2.402500e+02	9.667749e+05	2.402500e+02	-3.539463e+07	2.402500e+02	-4.547829e+07	2.402500e+02	4.245525e+07	2.402500e+02	4.330921e+07	2.402500e+02	1.277284e+07	2.402500e+02	6.768679e+06	2.402500e+02	-2.716717e+07	2.402500e+02	1.046831e+07
2.403500e+02	-4.720325e+06	2.403500e+02	-1.564774e+07	2.403500e+02	-2.626299e+07	2.403500e+02	6.577298e+07	2.403500e+02	-7.261834e+07	2.403500e+02	4.432556e+07	2.403500e+02	-6.006078e+07	2.403500e+02	1.116784e+07	2.403500e+02	1.556087e+07
2.404000e+02	1.221615e+07	2.404000e+02	-1.368051e+07	2.404000e+02	1.626482e+07	2.404000e+02	3.954254e+07	2.404000e+02	2.065802e+07	2.404000e+02	1.398009e+07	2.404000e+02	2.391204e+07	2.404000e+02	4.172197e+07	2.404000e+02	-4.466979e+07
2.404250e+02	1.263212e+07	2.404250e+02	4.498027e+07	2.404250e+02	3.222367e+07	2.404250e+02	4.364299e+07	2.404250e+02	1.133750e+07	2.404250e+02	5.045483e+07	2.404250e+02	4.643380e+07	2.404250e+02	-6.564462e+07	2.404250e+02	-6.237152e+07
2.404500e+02	4.475767e+07	2.404500e+02	7.605073e+07	2.404500e+02	-2.220876e+07	2.404500e+02	1.154991e+08	2.404500e+02	1.238040e+07	2.404500e+02	6.201073e+07	2.404500e+02	-2.477043e+07	2.404500e+02	5.564346e+07	2.404500e+02	8.345610e+07
2.404750e+02	2.191306e+07	2.404750e+02	-1.582483e+07	2.404750e+02	3.625321e+07	2.404750e+02	7.961377e+06	2.404750e+02	-5.422722e+07	2.404750e+02	4.906298e+07	2.404750e+02	9.178317e+07	2.404750e+02	-2.845054e+07	2.404750e+02	8.874637e+07
2.405000e+02	5.298244e+07	2.405000e+02	1.295505e+08	2.405000e+02	9.174597e+06	2.405000e+02	-8.000589e+06	2.405000e+02	-5.203223e+06	2.405000e+02	4.010338e+07	2.405000e+02	2.702038e+07	2.405000e+02	1.253837e+08	2.405000e+02	1.058308e+08
2.405250e+02	2.735686e+07	2.405250e+02	4.440284e+07	2.405250e+02	-2.454969e+07	2.405250e+02	5.213747e+07	2.405250e+02	-1.042503e+06	2.405250e+02	-9.786141e+06	2.405250e+02	3.108364e+07	2.405250e+02	4.286980e+07	2.405250e+02	8.373950e+07
2.405500e+02	1.410189e+07	2.405500e+02	8.551021e+07	2.405500e+02	3.159942e+07	2.405500e+02	-7.029799e+06	2.405500e+02	2.715551e+07	2.405500e+02	4.699337e+07	2.405500e+02	1.005760e+07	2.405500e+02	-1.173087e+08	2.405500e+02	3.583747e+07
2.405750e+02	1.293440e+07	2.405750e+02	7.105568e+07	2.405750e+02	2.966613e+07	2.405750e+02	1.624880e+07	2.405750e+02	3.785883e+07	2.405750e+02	-4.137550e+07	2.405750e+02	2.822095e+07	2.405750e+02	8.212342e+06	2.405750e+02	-4.641205e+07
2.406000e+02	3.067368e+07	2.406000e+02	3.070980e+07	2.406000e+02	-2.961883e+07	2.406000e+02	1.707498e+07	2.406000e+02	1.581638e+07	2.406000e+02	1.019652e+08	2.406000e+02	-3.992869e+06	2.406000e+02	4.257303e+07	2.406000e+02	7.086175e+07
2.406500e+02	3.583738e+07	2.406500e+02	6.730602e+07	2.406500e+02	6.151856e+06	2.406500e+02	-4.046388e+07	2.406500e+02	8.657760e+07	2.406500e+02	9.887240e+06	2.406500e+02	5.360907e+07	2.406500e+02	3.183033e+07	2.406500e+02	7.180078e+07
2.407500e+02	2.742791e+07	2.407500e+02	3.759225e+07	2.407500e+02	7.892737e+07	2.407500e+02	9.427583e+07	2.407500e+02	5.285778e+07	2.407500e+02	-4.708261e+07	2.407500e+02	-4.741264e+07	2.407500e+02	-3.098868e+06	2.407500e+02	5.336413e+07
2.408500e+02	2.786180e+07	2.408500e+02	-3.880563e+07	2.408500e+02	3.225445e+07	2.408500e+02	5.653842e+07	2.408500e+02	1.048374e+06	2.408500e+02	6.038482e+07	2.408500e+02	2.805976e+07	2.408500e+02	5.688087e+07	2.408500e+02	2.653336e+07
2.409500e+02	-2.743412e+05	2.409500e+02	9.353978e+07	2.409500e+02	3.525660e+07	2.409500e+02	7.024056e+07	2.409500e+02	-1.461829e+08	2.409500e+02	4.608494e+07	2.409500e+02	-1.914042e+07	2.409500e+02	-1.010429e+08	2.409500e+02	1.904961e+07
2.412500e+02	1.389462e+07	2.412500e+02	-8.962005e+06	2.412500e+02	9.314826e+07	2.412500e+02	-5.066213e+06	2.412500e+02	-1.024838e+08	2.412500e+02	2.425707e+07	2.412500e+02	6.035068e+06	2.412500e+02	-5.158475e+07	2.412500e+02	1.558133e+08
2.415500e+02	2.608869e+07	2.415500e+02	2.111485e+07	2.415500e+02	1.168522e+07	2.415500e+02	7.703208e+07	2.415500e+02	5.471064e+07	2.415500e+02	-2.597110e+06	2.415500e+02	2.739200e+05	2.415500e+02	8.503109e+07	2.415500e+02	-3.854116e+07
2.418500e+02	1.384062e+07	2.418500e+02	5.088555e+07	2.418500e+02	5.360952e+07	2.418500e+02	9.470757e+07	2.418500e+02	-3.345760e+07	2.418500e+02	1.243026e+08	2.418500e+02	-1.036827e+08	2.418500e+02	-5.707428e+07	2.418500e+02	-1.856569e+07
2.421500e+02	6.903955e+06	2.421500e+02	-1.069829e+06	2.421500e+02	3.805528e+07	2.421500e+02	-7.955698e+06	2.421500e+02	1.188239e+07	2.421500e+02	8.295877e+07	2.421500e+02	-5.182784e+07	2.421500e+02	-5.672206e+07	2.421500e+02	3.991063e+07
2.422500e+02	7.054579e+07	2.422500e+02	1.493376e+08	2.422500e+02	6.493328e+07	2.422500e+02	5.362565e+07	2.422500e+02	9.963142e+07	2.422500e+02	1.815162e+07	2.422500e+02	7.097661e+07	2.422500e+02	1.050074e+07	2.422500e+02	9.720943e+07
2.423500e+02	6.414389e+07	2.423500e+02	8.976483e+07	2.423500e+02	-2.639883e+07	2.423500e+02	7.827323e+07	2.423500e+02	5.510862e+07	2.423500e+02	6.073512e+07	2.423500e+02	1.437250e+08	2.423500e+02	2.967100e+07	2.423500e+02	8.227214e+07
2.424000e+02	2.950254e+07	2.424000e+02	4.697705e+07	2.424000e+02	-7.748648e+06	2.424000e+02	7.423946e+07	2.424000e+02	7.971339e+07	2.424000e+02	1.326999e+08	2.424000e+02	-5.231176e+07	2.424000e+02	-7.115100e+07	2.424000e+02	3.360192e+07
2.424250e+02	5.546133e+07	2.424250e+02	3.846164e+07	2.424250e+02	4.385573e+07	2.424250e+02	1.260412e+07	2.424250e+02	3.305182e+07	2.424250e+02	1.830926e+07	2.424250e+02	5.372761e+07	2.424250e+02	1.981282e+08	2.424250e+02	4.555223e+07
